İşlemci,İşlemci Serisi,İşlemci Modeli,Jenerasyon,Arttırılmış Frekans(GHz),Çekirdek,Temel Frekans(GHz),uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,İşlemci Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
Core i5,Intel Core,Intel Core i5-12400F,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i5-12400f-1700-pin-fanli-box-islemci-fiyatlari,1379633033",Intel Alder Lake i5 12400F 1700 Pin Fanlı Box İşlemci,3862.55,4466.0,19.73,6,169,112,72
Core i7,Intel Core,Intel Core i7-13700KF,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-11700kf-5-00ghz-16mb-14nm-lga1200-ekran-kartsiz-islemci-fiyatlari,2082387066",Intel Core i7-11700KF 5.00Ghz 16Mb 14nm LGA1200 Ekran Kartsız İşlemci,6046.99,8207.0,46.472,0,220,222,198
Core i3,Intel Core,Intel Core i3-13100,10.Nesil,4.3,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070110100-i3-10100-3-6ghz-6mb-lga1200-14nm-uhd630-gaming-islemci-fiyatlari,1012992293",Intel BX8070110100 i3-10100 3.6GHz 6MB LGA1200 14nm UHD630 Gaming İşlemci,2518.0,2518.0,14.237,3,33,33,227
Core i7,Intel Core,Intel Core i7-13700KF,11.Nesil,5.0,8.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-11700kf-3-60-ghz-16-mb-1200p-box-islemci-fiyatlari,974704531",Intel Core i7 11700KF 3.60 Ghz 16 MB 1200P Box İşlemci,6426.53,6458.0,46.472,0,193,80,373
Core i3,Intel Core,Intel Core i3-13100F,10.Nesil,4.3,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-i3-10100f-3-60-ghz-6-m-fclga1200-box-fanli-islemci-fiyatlari,1032318957",Intel İ3 10100F 3.60 Ghz 6 m FCLGA1200 Box Fanlı İşlemci,1998.64,1999.0,15.378,3,64,324,5
Ryzen 5 Pro,AMD Ryzen,AMD Ryzen 5 PRO 3350G,3.Nesil,4.0,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-pro-3350g-3-60-ghz-dort-cekirdek-islemci-fiyatlari,751662704",AMD Ryzen 5 Pro 3350G 3.60 GHz Dört Çekirdek İşlemci,3537.8,3623.0,9.354,3,147,34,243
Celeron,İntel Celeron,Intel Celeron G6900,,2.9,2.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-celeron-g3930-iki-cekirdekli-islemci-fiyatlari,61138307",Intel G3930 2.90 GHz Çift Çekirdekli İşlemci,969.99,999.0,4.415,5,105,165,56
Xeon Gold,Intel Xeon,Intel Xeon 2.80GHz,2.Nesil,4.0,20.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-p24466-b21-xeon-g-5218r-kit-for-dl380-gen10-islemci-fiyatlari,1021746784",Intel P24466-B21 Xeon-G 5218R KIT FOR DL380 GEN10 İşlemci,36887.43,38196.0,260.0,4,218,126,125
Core i9,Intel Core,Intel Core i9-13900F,11.Nesil,5.2,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-11900f-5-20ghz-16mb-14nm-lga1200-ekran-kartsiz-islemci-fiyatlari,2082387044",Intel Core i9-11900F 5.20Ghz 16Mb 14nm LGA1200 Ekran Kartsız İşlemci,9972.0,10060.0,58.554,6,168,355,168
Core i5,İntel Core i5,Intel Core i5-12600HX,7.Nesil,4.2,4.0,4.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-7640x-4-0ghz-2066pin-islemci-fiyatlari,49134837",Intel Core i5-7640X 4.00 GHz 4 Çekirdekli 2066Pin İşlemci,7799.0,7899.0,23.988,3,249,266,214
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-i9-12900-16-core-3-8-ghz-30-mb-65-w-lga1700-12-nesil-box-islemci-fiyatlari,1608232680",Intel i9-12900 16 Core 3.8 ghz 30 mb 65 w LGA1700 12.Nesil Box İşlemci,12990.6,12991.0,35.01,2,211,216,215
Core i7,Intel Core,Intel Core i7-13700F,11.Nesil,4.9,8.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-bx8070811700f-11700f-2-5ghz-16mb-lga1200-14nm-gaming-islemci-fiyatlari,838458943",Intel  BX8070811700F 11700f 2.5ghz 16mb Lga1200 14nm Gaming Işlemci,6087.16,6270.0,38.686,6,143,62,179
Core i7,İntel Core i7,Intel Core i7-13700,,3.6,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-7700-3-6ghz-1151pin-islemci-fiyatlari,36309666",Intel Core i7 7700 3.60 GHz 1151Pin 4 Çekirdekli İşlemci,4498.0,4498.0,40.028,3,79,369,79
Ryzen 7,AMD Ryzen,AMD Ryzen 7 5700X,5.Nesil,4.6,8.0,3.4,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-5700x-3-4-ghz-turbo-4-6-ghz-8-core-16-threads-32-mb-cache-7nm-am4-islemci-fiyatlari,1706505296",AMD Ryzen 7 5700X 3.4 GHz Turbo 4.6 GHz 8 Core 16 Threads 32 MB Cache 7nm AM4 İşlemci,5089.99,5090.0,26.751,0,119,164,172
Ryzen 5,AMD Ryzen 5,AMD Ryzen 5 3600X,3.Nesil,4.4,6.0,3.8,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-3600x-3-8ghz4-4-ghz-am4-islemci-fiyatlari,294566972",AMD Ryzen 5 3600X 3.80 GHz 6 Çekirdekli İşlemci,3298.0,3449.0,18.259,0,27,38,17
Core i9,İntel Core i9,Intel Core i9-13900K,9.Nesil,5.0,8.0,5.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-9900k-5-0-ghz-1151-pin-islemci-fiyatlari,122088108",Intel Core i9 9900K 5.0 GHz 8 Çekirdek 1151 Pin İşlemci,13998.0,13999.0,60.088,0,92,124,352
Core i5,İntel Core i5,Intel Core i5-12400,,3.1,4.0,3.1,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-2400-3-1ghz-1155pin-islemci-fiyatlari,995476",Intel Core i5 2400 3.10 GHz 4 Çekirdekli 1155Pin İşlemci,619.0,777.0,19.532,3,272,274,361
Ryzen Threadripper Pro,AMD Ryzen,AMD Ryzen Threadripper PRO 3955WX,3.Nesil,4.3,16.0,3.9,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-threadripper-pro-3955wx-3-9-ghz-trx4-64-mb-cache-280-w-islemci-fiyatlari,895298311",AMD Ryzen Threadripper Pro 3955WX 3.9 GHz TRX4 64 MB Cache 280 W İşlemci,26741.0,26741.0,40.294,0,384,246,120
Core i7,İntel Core i7,Intel Core i7-13700K,9.Nesil,4.9,8.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-9700k-3-7-ghz-1151v2pin-islemci-fiyatlari,151050327",Intel Core i7-9700K 3.70 GHz 1151v2Pin 8 Çekirdekli İşlemci,7949.0,7974.0,47.03,0,41,198,12
Intel,Core i7,Intel Core i7-13700,6.Nesil,4.0,4.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-6700-3-4-ghz-8-mb-akilli-onbellek-islemci-fiyatlari,627712287",Intel Core İ7-6700 3.4 GHz 8 MB Akıllı Önbellek İşlemci,3449.0,3604.0,40.028,3,312,273,100
AMD,Ryzen 3,AMD Ryzen 3 3100,3.Nesil,3.9,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-3-3100-3-6ghz-am4-islemci-fiyatlari,596487648",AMD Ryzen 3 3100 3.6GHz AM4 İşlemci,1998.0,1998.0,11.645,3,306,34,228
Core 2 Quad,İntel Core 2 Quad,Intel Core2 Quad Q6600 @ 2.40GHz,,2.4,4.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-2-quad-q6600-2-4ghz-775pin-islemci-fiyatlari,844398",Intel Core 2 Quad Q6600 2.40 GHz 4 Çekirdekli 775Pin İşlemci,249.0,254.0,1.791,5,245,262,328
Core 2 Quad,İntel Core 2 Quad,Intel Core2 Quad Q9400 @ 2.66GHz,,2.6,4.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-2-quad-q9400-2-6ghz-775pin-6-mb-islemci-fiyatlari,966882",Intel Core 2 Quad Q9400 2.66 GHz 4 Çekirdekli 775Pin İşlemci,319.0,354.0,2.082,5,244,262,302
Intel,Core i9,Intel Core i9-13900K,10.Nesil,5.3,10.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-10900k-3-7-ghz-20-mb-akilli-onbellek-islemci-fiyatlari,627859191",Intel Core İ9-10900K 3.7 GHz 20 MB Akıllı Önbellek İşlemci,21584.0,21584.0,60.088,0,242,122,240
Pentium,İntel Pentium,Intel Pentium M 2.00GHz,,2.5,2.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-e5200-2-5ghz-775pin-islemci-fiyatlari,888625",Intel Pentium E5200 2.50 GHz 2 Çekirdekli İşlemci,29.9,30.0,270.0,1,98,252,91
Core i5,İntel Core i5,Intel Core i5-13400,8.Nesil,4.0,6.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-i5-8400-2-80ghz-9mb-cache-65w-box-lga-1151-islemci-fiyatlari,71526979",Intel i5-8400 2.80 GHz 6 Çekirdekli İşlemci,3449.0,3449.0,26.205,6,268,294,77
Core i5,İntel Core i5,Intel Core i5-12450H,,3.6,4.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-4570-3-2ghz-1150pin-islemci-fiyatlari,1056432",Intel Core i5 4570 3.20 GHz 1150Pin 4 Çekirdekli İşlemci İşlemci,849.0,859.0,18.059,3,42,42,54
Core i5,Intel Core,Intel Core i5-12400,12.Nesil,4.4,6.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-12400-soket-1700-18m-cache-4-40-ghz-box-kutulu-12-nesil-islemci-fiyatlari,1322043817",Intel Core İ5 12400 Soket 1700 18M Cache 4.40 Ghz Box Kutulu 12.Nesil İşlemci,4720.44,4720.0,19.532,6,365,201,112
Core i7,İntel Core i7,Intel Core i7-13700,,3.2,6.0,3.2,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-8700-3-2ghz-1151v2pin-islemci-fiyatlari,61138311",Intel Core i7-8700 3.20 GHz 6 Çekirdekli 1151Pin İşlemci,6899.0,6899.0,40.028,3,42,9,42
Pentium,İntel Pentium,Intel Pentium M 1500MHz,,2.6,2.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-e5300-2-6ghz-775pin-islemci-fiyatlari,959251",Intel Pentium E5300 2.60 GHz Çift Çekirdekliİşlemci,29.9,30.0,188.0,5,263,247,91
Core i7,İntel Core i7,Intel Core i7-13700K,,3.7,6.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-8700k-3-7ghz-1151pin-islemci-fiyatlari,55570167",Intel Core i7 8700K 3.7ghz 1151Pin İşlemci,7799.0,7799.0,47.03,3,235,39,319
Core i7,Intel Core,Intel Core i7-12700,12.Nesil,4.9,12.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-12700-soket-1700-12-nesil-2-10ghz-25mb-onbellek-10nm-islemci-fiyatlari,2037865926",Intel Core i7 12700 Soket 1700 12. Nesil 2.10GHz 25MB Önbellek 10nm İşlemci,9237.0,9237.0,31.142,2,99,364,330
Core i5,Intel Core,Intel Core i5-13600KF,9.Nesil,4.6,6.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-i5-9600kf-4-60ghz-9m-fclga1151-islemci-fiyatlari,411555009",Intel i5 9600KF 4.60GHz 9M FCLGA1151 İşlemci,5549.25,5724.0,38.395,0,190,41,93
Core i5,İntel Core i5,Intel Core i5-13600,,3.3,4.0,2.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-6400-2-7ghz-1151pin-islemci-fiyatlari,14666135",Intel Core i5 6400 2.70 GHz 1151Pin 4 Çekirdekli İşlemci,2216.36,3950.0,32.185,5,41,268,102
Core i3,İntel Core i3,Intel Core i3-12300,2.Nesil,3.3,2.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-2120-3-3ghz-1155pin-islemci-fiyatlari,616116",Intel Core i3 2120 3.3GHz 1155Pin İşlemci,259.0,280.0,14.843,3,63,63,309
Pentium,İntel Pentium,Intel Pentium Gold 8505,,2.8,2.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g840-2-8ghz-1155pin-islemci-fiyatlari,1027634",Intel Pentium G840 2.80 GHz 1155Pin Çift Çekirdekli İşlemci,216.81,220.0,7.6,5,314,165,287
Athlon II X4,AMD Athlon II X4,AMD Athlon II X4 655,,3.2,4.0,3.2,"https://www.cimri.com/islemci/en-ucuz-amd-phenom-ii-x4-955-3-2ghz-am3-black-edition-islemci-fiyatlari,918218",AMD Phenom II X4 955 3.2GHz AM3 Black Edition İşlemci,750.0,750.0,2.078,3,270,147,109
Core i7,Intel Core,Intel Core i7-13700F,9.Nesil,4.7,8.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-i7-9700f-3-0ghz-4-70ghz-12mb-1151pv2-islemci-fiyatlari,370995585",Intel i7-9700F 3.0Ghz ~ 4.70Ghz 12mb 1151Pv2 İşlemci,7999.0,7999.0,38.686,6,190,94,132
Ryzen 7,AMD Ryzen 7,AMD Ryzen 7 2700,2.Nesil,4.1,8.0,3.2,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-7-2700-3-2ghz-4-1ghz-am4-islemci-fiyatlari,111823583",AMD Ryzen 7 2700 3.2GHz-4.1GHz AM4 İşlemci,3497.0,3498.0,15.748,6,19,86,178
Core 2 Quad,İntel Core 2 Quad,Intel Core2 Quad Q8300 @ 2.50GHz,,2.5,4.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-2-quad-q8300-2-5ghz-775pin-islemci-fiyatlari,959244",Intel Core 2 Quad Q8300 2.50 GHz 4 Çekirdekli İşlemci,430.0,430.0,1.859,5,244,245,244
Pentium,İntel Pentium,Intel Pentium M 2.10GHz,,1.6,2.0,1.6,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-e2140-1-6ghz-775pin-islemci-fiyatlari,844457",Intel Pentium E2140 1.60 GHz Çift Çekirdekli 775Pin İşlemci,29.9,30.0,292.0,1,302,247,252
Xeon Gold,Intel Xeon,Intel Xeon 2.40GHz,2.Nesil,4.1,16.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-2adet-xeon-gold-6246r-3-40-ghz-tray-islemci-fiyatlari,676517029",Intel®  2Adet Xeon® Gold 6246R 3.40 GHZ tray işlemci,164850.0,164850.0,180.0,4,326,311,326
Xeon,Intel Xeon Gold,Intel Xeon Gold 5218 @ 2.30GHz,2.Nesil,3.9,16.0,2.3,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-5218-2-3-ghz-22-mb-cpu-islemci-fiyatlari,296848851",Intel Xeon 5218 2.3 GHz 22 MB CPU İşlemci,39297.48,40312.0,22.376,2,286,175,188
Core i7,İntel Core i7,Intel Core i7-13700K,,4.2,4.0,4.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-6700k-4ghz-1151pin-islemci-fiyatlari,14664680",Intel Core i7-6700K 4.00 GHz 1151Pin 4 Çekirdekli İşlemci,4998.0,4998.0,47.03,3,235,232,214
Core i5,Intel Core,Intel Core i5-13400,11.Nesil,4.4,6.0,2.6,"https://www.cimri.com/islemci/en-ucuz-intel-rocket-lake-i5-11400-1200-pin-fanli-box-islemci-fiyatlari,786412445",Intel Rocket Lake i5 11400 1200 Pin Fanlı Box İşlemci,3460.43,3460.0,26.205,6,339,173,316
Core i5,İntel Core i5,Intel Core i5-13400,,2.8,6.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-8400-2-8ghz-1151pin-islemci-fiyatlari,56469275",Intel Core i5 8400 2.80 GHz 6 Çekirdekli 1151Pin İşlemci,3499.0,3499.0,26.205,5,248,256,102
Core i7,Intel Core,Intel Core i7-12700KF,12.Nesil,5.0,12.0,3.6,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-12700kf-3-60-ghz-turbo-5-0-ghz-25-mb-cache-lga1700-12-nesil-islemci-fiyatlari,1291115021",Intel Core i7-12700KF 3.60 GHZ Turbo 5.0 GHZ 25 MB Cache LGA1700 12.Nesil İşlemci,8699.0,8699.0,34.532,0,364,135,346
FX Serisi,AMD FX,AMD FX-4330,,3.6,4.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-fx-4100-x4-3-6ghz-am3-islemci-fiyatlari,1030370",AMD FX-4100 X4 3.6GHz AM3 8 Çekirdekli İşlemci,761.67,762.0,3.225,3,259,384,291
Ryzen 5 Pro,AMD Ryzen,AMD Ryzen 5 PRO 3600,3.Nesil,4.2,6.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-3600-pro-3-64-2ghz-am4-islemci-fiyatlari,738491775",AMD Ryzen 5 3600 PRO 3.6/4.2GHz AM4 İşlemci,3895.0,3895.0,17.807,3,261,117,295
Core i5,İntel Core i5,Intel Core i5-13500,3.Nesil,3.8,4.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-3570-3-40-ghz-1155pin-islemci-fiyatlari,335668",Intel Core i5 3570 3.80 GHz 4 Çekirdekli 1155Pin İşlemci,998.99,1947.0,32.392,3,239,130,300
Core i7,İntel Core i7,Intel Core i7-13700,6.Nesil,4.0,4.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-6700-3-4ghz-1151pin-islemci-fiyatlari,14666362",Intel Core i7-6700 3.40 GHz 1151Pin 4 Çekirdekli İşlemci,3625.02,3625.0,40.028,3,16,242,100
Core i5,İntel Core i5,Intel Core i5-13400,,3.3,4.0,3.1,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-4440-3-1ghz-1150pin-islemci-fiyatlari,1780286",Intel Core i5 4440 3.10 GHz 1150Pin 4 Çekirdekli İşlemci,2050.0,2050.0,26.205,3,54,23,239
Xeon,Intel Xeon E5,Intel Xeon @ 2.20GHz,3.Nesil,2.5,6.0,2.1,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-e5-2620-2-1ghz-2011pin-islemci-fiyatlari,492045",Intel Xeon E5 2620 2.00 GHz 6 Çekirdekli 2011Pin İşlemci,1659.99,1660.0,1.324,5,202,184,328
Core i5,Intel Core,Intel Core i9-13900,9.Nesil,4.4,6.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-9500-3-ghz-kutu-9-mb-akilli-onbellek-cpu-islemci-fiyatlari,419503900",Intel Core i5-9500 3 GHz Kutu 9 MB Akıllı Önbellek CPU İşlemci,4449.0,4581.0,50.765,6,77,379,283
Ryzen 5,AMD Ryzen,AMD Ryzen 5 5500,5.Nesil,4.2,6.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-5500-3-6-ghz-19mb-am4-islemci-fiyatlari,1847936205",AMD Ryzen 5 5500 3.6 GHz 19MB AM4 İşlemci,2104.74,2105.0,19.506,3,73,1,73
Pentium G,Intel Pentium,Intel Pentium 4 1400MHz,6.Nesil,3.3,2.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g4400-islemci-cift-cekirdek-3-30-ghz-islemci-fiyatlari,2037866250",Intel Pentium G4400 Işlemci Çift Çekirdek 3.30 Ghz Işlemci,699.0,699.0,83.0,3,296,95,296
Core i3,Intel Core,Intel Core i3-13100,10.Nesil,4.4,4.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-10105-comet-lake-i3-1200-pin-fanli-islemci-fiyatlari,768390371",Intel 10105 Comet Lake i3 1200 Pin Fanlı İşlemci,3034.18,3034.0,14.237,3,362,153,320
Core i9,Intel Core,Intel Core i9-12900,12.Nesil,5.1,16.0,2.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-12900-5-10-ghz-16-cekirdek-30-mb-1700-p-10-nm-islemci-fiyatlari,1414704770",Intel Core i9 12900 5.10 Ghz 16 Çekirdek 30 MB 1700 p 10 nm İşlemci,11615.57,11616.0,35.01,2,21,318,358
Core 2 Quad,Intel Core,Intel Core i9-13900,2.Nesil,2.5,4.0,2.5,"https://www.cimri.com/islemci/en-ucuz-intel-core-2-quad-q8300-2-5-ghz-4-mb-cache-1333-mhz-lga775-islemci-fiyatlari,2037866185",Intel Core 2 Quad Q8300 2.5 GHz 4 MB Cache 1333 MHz LGA775 İşlemci,199.0,244.0,50.765,5,262,262,244
Core i3,İntel Core i3,Intel Core i5-13500,,3.0,2.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-540-3ghz-1156pin-4-m-onbellek-islemci-fiyatlari,967062",Intel Core i3 540 3.06 GHz Çift Çekirdekli 1156Pin İşlemci,263.0,263.0,32.392,5,303,303,229
Core i5,İntel Core i5,Intel Core i5-13500,8.Nesil,4.1,6.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-8500-3ghz-1151pin-islemci-fiyatlari,89895119",Intel i5 8500 3 1151 3.0 GHz 6 Çekirdekli 1151Pin İşlemci,3899.0,3899.0,32.392,6,42,312,77
Core i5,İntel Core i5,Intel Core i7-1260U,1.Nesil,3.33,4.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-core-i5-760-2-8ghz-1156pin-islemci-fiyatlari,967947",Intel Core i5 760 2.80 GHz 4 Çekirdekli 1156Pin İşlemci,440.9,441.0,12.935,5,268,102,256
Core i7,Intel Core,Intel Core i7-13700KF,13.Nesil,5.4,16.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-13700kf-3-40-ghz-turbo-5-40-ghz-30-mb-cache-16-cekirdek-lga-1700-13-nesil-islemci-fiyatlari,2077398745",Intel Core i7 13700KF 3.40 GHz Turbo 5.40 GHz 30 MB Cache 16 Çekirdek LGA 1700 13. Nesil İşlemci,9599.04,9599.0,46.472,2,53,53,90
Xeon,Intel Xeon Silver,Intel Xeon Silver 4216 @ 2.10GHz,2.Nesil,3.2,10.0,2.2,"https://www.cimri.com/islemci/en-ucuz-intel-xeon-4210-2-2-ghz-14-mb-cpu-islemci-fiyatlari,296846474",Intel Xeon 4210 2.2 GHz 14 MB CPU İşlemci,14855.99,15139.0,20.062,6,265,154,144
Pentium,İntel Pentium,Intel Pentium G630 @ 2.70GHz,,2.7,2.0,2.7,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g630-2-7ghz-1155pin-islemci-fiyatlari,1028001",Intel Pentium G630 2.70 GHz 1155Pin Çift Çekirdekli İşlemci,190.0,194.0,1.289,5,91,258,302
Core 2 Duo,İntel Core 2 Duo,Intel Core2 Duo E4400 @ 2.00GHz,,2.0,2.0,2.0,"https://www.cimri.com/islemci/en-ucuz-intel-core-2-duo-e4400-2ghz-775pin-islemci-fiyatlari,844408",Intel Core 2 Duo E4400 2.00 GHz Çift Çekirdekli 775Pin İşlemci,49.9,50.0,650.0,1,56,325,263
Pentium,İntel Pentium,Intel Pentium Gold G7400,,3.7,2.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-gold-g5400-3-7ghz-4mb-lga1151-islemci-fiyatlari,87369174",Intel Pentium Gold G5400 3.70 GHz Çift Çekirdekli 1151Pin İşlemci,1699.0,1839.0,6.769,3,287,293,270
Intel,Core i9,Intel Core i9-13900,10.Nesil,5.2,10.0,2.8,"https://www.cimri.com/islemci/en-ucuz-intel-core-i9-10900-soket-1200-2-8ghz-20mb-islemci-fiyatlari,616801746",Intel Core i9 10900 Soket 1200 2.8Ghz 20MB İşlemci,8972.5,8972.0,50.765,2,65,170,128
Ryzen 3,AMD Ryzen 3,AMD Ryzen 3 1300X,1.Nesil,3.7,4.0,3.5,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-3-1300x-3-5-3-9ghz-am4-kutusuz-islemci-fiyatlari,333720627",AMD Ryzen 3 1300X 3.5-3.9GHz AM4 Kutusuz İşlemci,1980.99,1989.0,6.955,3,31,384,270
Core i5,Intel Core,Intel Core i5-12600,12.Nesil,4.8,6.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-bx8071512600-alder-lake-i5-12600-1700-pin-fanli-box-islemci-fiyatlari,1998876940",Intel BX8071512600 Alder Lake i5 12600 1700 Pin Fanlı Box İşlemci,6180.64,6551.0,21.372,0,169,110,323
Core i3,İntel Core i3,Intel Core i5-13600,6.Nesil,3.7,2.0,3.7,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-6100-3-7ghz-1151pin-islemci-fiyatlari,14797437",Intel Core i3 6100 3.70 GHz 1151Pin Çift Çekirdekli İşlemci,1439.04,1439.0,32.185,3,383,289,105
Core i5,Intel Core,Intel Core i5-13400F,9.Nesil,4.1,6.0,2.9,"https://www.cimri.com/islemci/en-ucuz-intel-i5-9400f-alti-cekirdek-2-90-ghz-islemci-fiyatlari,938180054",Intel i5-9400F Altı Çekirdek 2.90 GHz İşlemci,3624.8,3625.0,25.779,6,26,26,77
Ryzen 5,AMD Ryzen,AMD Ryzen 5 3600,3.Nesil,4.2,6.0,3.6,"https://www.cimri.com/islemci/en-ucuz-amd-ryzen-5-3600-mpk-3-6ghz-32mb-am4-7nm-amd-islemci-kutusuz-fiyatlari,890799065",Amd Ryzen 5 3600 MPK 3.6Ghz 32Mb Am4 7Nm Amd İşlemci Kutusuz,3105.76,3106.0,17.794,3,76,381,197
Pentium,İntel Pentium,Intel Pentium 4 1400MHz,,3.3,2.0,3.3,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g4400-3-3ghz-1151pin-islemci-fiyatlari,14797436",Intel Pentium G4400 3.30 GHz 1151Pin Çift Çekirdekli İşlemci,1900.77,1901.0,83.0,3,338,95,278
Core i5,Intel Core,Intel Core i5-12500,12.Nesil,4.6,6.0,3.0,"https://www.cimri.com/islemci/en-ucuz-intel-alder-lake-i5-12500-1700-pin-fanli-box-islemci-fiyatlari,1270965009",Intel Alder Lake i5 12500 1700 Pin Fanlı Box İşlemci,5565.64,5619.0,19.922,6,169,159,350
Core i3,İntel Core i3,Intel Core i3-13100,,3.4,2.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-4130-3-4ghz-1150pin-islemci-fiyatlari,790332",Intel Core i3 4130 3.40 GHz Çift Çekirdekli 1150Pin İşlemci,1299.0,1299.0,14.237,3,63,138,63
,,,,,,,"https://www.cimri.com/islemci/en-ucuz-intel-pentium-g860-3ghz-1155pin-islemci-fiyatlari,1029138",Intel Pentium G860 3.00 GHz Çift Çekirdekli 1155Pin İşlemci,199.0,199.0,,3,91,117,271
Core i7,İntel Core i7,Intel Core i7-12700K,2.Nesil,3.8,4.0,3.4,"https://www.cimri.com/islemci/en-ucuz-intel-core-i7-2600k-3-4ghz-1155pin-islemci-fiyatlari,995758",Intel Core i7 2600K 3.40 GHz 4 Çekirdekli 1155Pin İşlemci,1875.16,1875.0,34.758,3,16,272,100
Core i3,İntel Core i3,Intel Core i5-13500,,2.26,2.0,2.26,"https://www.cimri.com/islemci/en-ucuz-intel-core-i3-350m-2-26-ghz-notebook-islemci-fiyatlari,131589950",Intel Core i3 350M 2.26 GHz Notebook Çift Çekirdekli İşlemci,170.0,170.0,32.392,5,63,160,244
